"Name","val_acc","test_acc","State","Notes","User","Tags","Created","Runtime","Sweep","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","dataset","epochs","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","seed","wd_B","wd_F","yaml","val_loss","best_epoch","test_loss"
"CIFAR100_classification_CCL","0.2016","0.187","finished","-","","","2024-05-05T02:12:55.000Z","968","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5401439544677733","97","3.607588101196289"
"MNIST_classification_CCL","0.9675","0.973","finished","-","","","2024-05-05T04:48:34.000Z","1191","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","3","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.11306820106506348","99","0.08722159512043"
"FashionMNIST_classification_CCL","0.887","0.8838","finished","-","","","2024-05-04T23:17:02.000Z","1019","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/fmnist_ccl.yaml","0.32859591182072956","96","0.3379909525871277"
"CIFAR10_classification_CCL","0.2512","0.3547","finished","-","","","2024-05-05T07:18:56.000Z","1568","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar10_ccl.yaml","2.945923757171631","84","1.8158365390777589"
"CIFAR100_classification_CCL","0.035","0.1574","finished","-","","","2024-05-05T02:37:59.000Z","846","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.590097582244873","4","3.7924558860778808"
"CIFAR100_classification_CCL","0.039","0.1597","finished","-","","","2024-05-05T00:14:33.000Z","853","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.592822901153564","5","3.789616911315918"
"MNIST_classification_CCL","0.9688333333333332","0.9737","finished","-","","","2024-05-05T05:42:53.000Z","1097","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","3","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.1095694876909256","97","0.0877213103234768"
"CIFAR10_classification_CCL","0.515","0.516","finished","-","","","2024-05-04T23:11:07.000Z","1112","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar10_ccl.yaml","1.423905308532715","82","1.4052307474136352"
"CIFAR100_classification_CCL","0.0604","0.1595","finished","-","","","2024-05-06T02:19:08.000Z","1179","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1","1","CCL","0","0","train","3","SGD","5","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.380325680541993","8","3.761660458374024"
"CIFAR100_classification_CCL","0.0566","0.156","finished","-","","","2024-05-05T01:16:24.000Z","834","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.381594692993164","8","3.766962903594971"
"CIFAR100_classification_CCL","0.1932","0.191","finished","-","","","2024-05-05T02:52:13.000Z","849","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.586624571990966","98","3.590746298217774"
"MNIST_classification_CCL","0.9705","0.972","finished","-","","","2024-05-05T02:49:42.000Z","998","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","2","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10109898446003596","99","0.09215593938827514"
"CIFAR100_classification_CCL","0.1878","0.1849","finished","-","","","2024-05-06T01:20:44.000Z","1168","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.60200892868042","98","3.607396823120117"
"MNIST_classification_CCL","0.9805","0.982","finished","-","","","2024-05-05T00:09:26.000Z","1072","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.0741325684580952","98","0.06487204684019089"
"CIFAR100_classification_CCL","0.181","0.1794","finished","-","","","2024-05-05T03:32:07.000Z","1093","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","0.2","0.2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.643697452545166","99","3.634660892486573"
"MNIST_classification_CCL","0.9708333333333332","0.9731","finished","-","","","2024-05-05T02:05:53.000Z","1132","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10010417407751084","98","0.08718518453836441"
"FashionMNIST_classification_CCL","0.8741666666666666","0.8724","finished","-","","","2024-05-05T01:02:59.000Z","1034","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","1","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.35892232275009156","83","0.37026077156066894"
"FashionMNIST_classification_CCL","0.8786666666666667","0.8722","finished","-","","","2024-05-05T05:16:47.000Z","945","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","3","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3464089963833491","99","0.3687409785270691"
"CIFAR100_classification_CCL","0.1924","0.191","finished","-","","","2024-05-06T00:41:52.000Z","1070","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","2","2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.587070318222046","98","3.5918023056030273"
"CIFAR100_classification_CCL","0.0428","0.1561","finished","-","","","2024-05-05T01:24:13.000Z","971","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.521622277069092","5","3.7759518402099608"
"CIFAR10_classification_CCL","0.5146","0.5174","finished","-","","","2024-05-05T02:11:47.000Z","1107","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.3961553953170776","96","1.3814836221694946"
"CIFAR100_classification_CCL","0.1622","0.1563","finished","-","","","2024-05-05T01:59:18.000Z","1128","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","3.7807891998291017","47","3.7653124084472656"
"CIFAR100_classification_CCL","0.0602","0.1605","finished","-","","","2024-05-05T03:17:43.000Z","1207","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1.5","1.5","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.239733074951172","6","3.780741306304931"
"CIFAR10_classification_CCL","0.5156","0.522","finished","-","","","2024-05-05T00:11:20.000Z","1280","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4139600639343262","81","1.3761205629348754"
"CIFAR100_classification_CCL","0.0382","0.158","finished","-","","","2024-05-06T01:40:19.000Z","1161","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.520513954162598","6","3.777649124145508"
"CIFAR10_classification_CCL","0.5094","0.5139","finished","-","","","2024-05-05T07:45:16.000Z","1572","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.448822414588928","84","1.3936372455596924"
"CIFAR10_classification_CCL","0.357","0.3679","finished","-","","","2024-05-05T01:53:38.000Z","1073","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar10_ccl.yaml","1.8482677013397215","58","1.788113551712036"
"MNIST_classification_CCL","0.9693333333333334","0.973","finished","-","","","2024-05-06T01:04:00.000Z","1531","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","5","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10820886959632238","97","0.08979010192155838"
"FashionMNIST_classification_CCL","0.8878333333333334","0.8849","finished","-","","","2024-05-04T23:18:10.000Z","1104","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/fmnist_ccl.yaml","0.33173059193293253","64","0.33450130615234375"
"CIFAR100_classification_CCL","0.0748","0.1573","finished","-","","","2024-05-05T02:37:13.000Z","1212","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1","1","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.211412479400635","10","3.786923168182373"
"MNIST_classification_CCL","0.9668333333333332","0.9748","finished","-","","","2024-05-05T00:51:11.000Z","1134","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","1","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10377370609591403","81","0.08721231828927994"
"CIFAR100_classification_CCL","0.186","0.1853","finished","-","","","2024-05-05T02:26:44.000Z","858","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.622204920196533","98","3.620216019439697"
"CIFAR100_classification_CCL","0.192","0.1857","finished","-","","","2024-05-05T00:32:08.000Z","878","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5668581649780275","98","3.608310241699219"
"CIFAR10_classification_CCL","0.318","0.3348","finished","-","","","2024-05-05T03:42:49.000Z","1083","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar10_ccl.yaml","1.9295498472213743","27","1.8677520824432372"
"CIFAR100_classification_CCL","0.186","0.1853","finished","-","","","2024-05-05T02:55:36.000Z","848","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.622204920196533","98","3.620216019439697"
"CIFAR10_classification_CCL","0.509","0.51","finished","-","","","2024-05-05T03:09:44.000Z","1086","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4361983125686646","98","1.3946650957107545"
"CIFAR100_classification_CCL","0.043","0.1584","finished","-","","","2024-05-04T23:47:45.000Z","958","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.521032568359375","5","3.7702548278808594"
"MNIST_classification_CCL","0.9801666666666666","0.9832","finished","-","","","2024-05-04T22:58:48.000Z","1087","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.07065606495862206","97","0.06460845965147019"
"CIFAR10_classification_CCL","0.4952","0.5168","finished","-","","","2024-05-05T00:57:24.000Z","1086","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4499045265197754","87","1.3805351434707642"
"FashionMNIST_classification_CCL","0.8938333333333334","0.8848","finished","-","","","2024-05-05T05:20:50.000Z","1075","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/fmnist_ccl.yaml","0.31229939913749694","91","0.33897334723472594"
"CIFAR100_classification_CCL","0.034","0.157","finished","-","","","2024-05-06T00:59:51.000Z","1102","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","2","2","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.589640385437011","4","3.792499291229248"
"CIFAR100_classification_CCL","0.1924","0.1861","finished","-","","","2024-05-05T00:02:44.000Z","869","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.591570886993408","96","3.606407356262207"
"CIFAR100_classification_CCL","0.0676","0.1559","finished","-","","","2024-05-06T01:42:18.000Z","1199","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","1","1","1","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.2245144996643065","11","3.790501272583008"
"FashionMNIST_classification_CCL","0.8796666666666667","0.8728","finished","-","","","2024-05-06T03:31:26.000Z","1472","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","4","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3450533505280813","96","0.36916850447654725"
"CIFAR10_classification_CCL","0.4954","0.4908","finished","-","","","2024-05-04T23:48:27.000Z","1079","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4569387811660766","98","1.4495830070495606"
"CIFAR100_classification_CCL","0.0638","0.1546","finished","-","","","2024-05-05T02:13:06.000Z","853","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.383318480682373","10","3.766811849975586"
"MNIST_classification_CCL","0.9696666666666668","0.9729","finished","-","","","2024-05-06T04:30:28.000Z","1525","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","4","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10607872609297436","89","0.08858673981428146"
"MNIST_classification_CCL","0.9671666666666666","0.9741","finished","-","","","2024-05-05T00:37:40.000Z","1009","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","1","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.1057781396061182","95","0.0892022015929222"
"CIFAR100_classification_CCL","0.0516","0.1578","finished","-","","","2024-05-06T01:37:48.000Z","1113","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","1","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.256092709350586","7","3.782747192382813"
"CIFAR10_classification_CCL","0.504","0.5206","finished","-","","","2024-05-06T02:27:54.000Z","1546","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","7","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4287237565994262","77","1.3886954118728638"
"CIFAR100_classification_CCL","0.0456","0.1575","finished","-","","","2024-05-06T01:15:22.000Z","1957","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","2","2","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.292522284698486","5","3.773043843841553"
"FashionMNIST_classification_CCL","0.8881666666666667","0.8813","finished","-","","","2024-05-06T01:27:43.000Z","1481","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","4","0","0","./yaml/mlp/fmnist_ccl.yaml","0.31087347690264383","91","0.33983037185668946"
"CIFAR10_classification_CCL","0.4934","0.4989","finished","-","","","2024-05-05T02:15:39.000Z","1088","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4548802820205688","99","1.443941812324524"
"MNIST_classification_CCL","0.9708333333333332","0.9731","finished","-","","","2024-05-05T03:30:30.000Z","1190","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","1","SGD","2","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.1038997694849968","95","0.08789096794128418"
"CIFAR100_classification_CCL","0.1924","0.1861","finished","-","","","2024-05-04T23:33:10.000Z","864","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.591570886993408","96","3.606407356262207"
"CIFAR100_classification_CCL","0.0518","0.158","finished","-","","","2024-05-06T01:01:01.000Z","1101","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.255122256469726","7","3.780955141448975"
"FashionMNIST_classification_CCL","0.8923333333333333","0.8792","finished","-","","","2024-05-05T02:33:37.000Z","955","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3057503876686096","99","0.3468044630050659"
"CIFAR100_classification_CCL","0.0466","0.1597","finished","-","","","2024-05-06T02:59:18.000Z","1170","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","5","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.520724109649658","5","3.775518910217285"
"CIFAR100_classification_CCL","0.1972","0.1744","finished","-","","","2024-05-05T02:55:17.000Z","1093","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5834150745391846","99","3.6378446250915526"
"CIFAR100_classification_CCL","0.1876","0.1865","finished","-","","","2024-05-06T01:59:50.000Z","1173","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1.5","1.5","CCL","0","0","train","3","SGD","5","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5718611709594725","98","3.597745903778076"
"CIFAR100_classification_CCL","0.062","0.1569","finished","-","","","2024-05-04T23:47:41.000Z","894","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.38297847290039","9","3.761242881774902"
"CIFAR10_classification_CCL","0.5054","0.5108","finished","-","","","2024-05-06T02:53:51.000Z","1556","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","2","2","0.5","0.5","0.5","CCL","0","0","train","3","SGD","7","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4039590839385987","98","1.392392864227295"
"CIFAR10_classification_CCL","0.5226","0.5253","finished","-","","","2024-05-04T23:30:52.000Z","1270","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.396747555541992","89","1.3694295080184935"
"CIFAR10_classification_CCL","0.4946","0.4858","finished","-","","","2024-05-05T03:47:35.000Z","1096","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.482922557067871","98","1.4704948648452758"
"CIFAR10_classification_CCL","0.5006","0.5245","finished","-","","","2024-05-05T01:35:25.000Z","1265","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4400157970428469","88","1.370163878250122"
"MNIST_classification_CCL","0.9781666666666666","0.9809","finished","-","","","2024-05-05T04:09:37.000Z","1188","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.0920851278702418","32","0.06567163364291191"
"CIFAR10_classification_CCL","0.508","0.5205","finished","-","","","2024-05-05T04:25:20.000Z","1290","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4505580018997193","84","1.3801393831253053"
"CIFAR10_classification_CCL","0.5174","0.5207","finished","-","","","2024-05-06T00:40:35.000Z","1576","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","6","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4274546714782714","98","1.3963648504257202"
"FashionMNIST_classification_CCL","0.8975","0.8873","finished","-","","","2024-05-05T01:47:36.000Z","1089","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3181809044679006","76","0.3391991988658905"
"CIFAR10_classification_CCL","0.5062","0.5091","finished","-","","","2024-05-05T03:46:20.000Z","1102","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4381555725097657","97","1.4029475744247435"
"CIFAR10_classification_CCL","0.5198","0.515","finished","-","","","2024-05-06T01:34:16.000Z","1599","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","2","2","0.5","0.5","0.5","CCL","0","0","train","3","SGD","6","0","0","./yaml/mlp/cifar10_ccl.yaml","1.389075255393982","98","1.39319012298584"
"MNIST_classification_CCL","0.9815","0.9815","finished","-","","","2024-05-04T22:58:48.000Z","1182","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.07451287073191876","57","0.06841420124173164"
"CIFAR100_classification_CCL","0.0608","0.1606","finished","-","","","2024-05-06T02:15:17.000Z","1107","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1.5","1.5","CCL","0","0","train","3","SGD","5","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.236198805236817","7","3.783966051483154"
"CIFAR100_classification_CCL","0.192","0.1857","finished","-","","","2024-05-05T01:01:29.000Z","888","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5668581649780275","98","3.608310241699219"
"FashionMNIST_classification_CCL","0.8921666666666667","0.8877","finished","-","","","2024-05-06T03:56:09.000Z","1461","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","4","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3256446925799052","81","0.33253459844589234"
"FashionMNIST_classification_CCL","0.8835","0.8725","finished","-","","","2024-05-05T02:16:04.000Z","1071","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","2","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3374414456685384","99","0.3708439615249634"
"CIFAR10_classification_CCL","0.516","0.5182","finished","-","","","2024-05-05T01:56:09.000Z","1087","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4029384397506717","99","1.3956205429077149"
"FashionMNIST_classification_CCL","0.893","0.8866","finished","-","","","2024-05-06T03:11:54.000Z","1549","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/fmnist_ccl.yaml","0.31896187480290733","79","0.3333405403137207"
