"Name","val_acc","test_acc","State","Notes","User","Tags","Created","Runtime","Sweep","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","dataset","epochs","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","seed","wd_B","wd_F","yaml","val_loss","best_epoch","test_loss"
"FashionMNIST_classification_CCL","0.8921666666666667","","running","-","","","2024-05-06T04:45:37.000Z","1230","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","4","0","0","./yaml/mlp/fmnist_ccl.yaml","0.31785959418614707","",""
"MNIST_classification_CCL","0.9756666666666668","","running","-","","","2024-05-06T04:56:05.000Z","600","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","4","0","0","./yaml/mlp/mnist_ccl.yaml","0.08889606235424677","",""
"FashionMNIST_classification_CCL","0.8868333333333334","","running","-","","","2024-05-06T04:56:29.000Z","570","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3223654878139496","",""
"CIFAR100_classification_CCL","0.062","","running","-","","","2024-05-06T04:45:19.000Z","1243","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","1","2","2","CCL","0","0","train","3","SGD","5","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.220557353210449","",""
"MNIST_classification_CCL","0.9743333333333334","","running","-","","","2024-05-06T04:56:29.000Z","570","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/mnist_ccl.yaml","0.0921622925500075","",""
"CIFAR10_classification_CCL","0.5234","0.5173","finished","-","","","2024-05-05T01:37:57.000Z","1083","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4092272409439086","84","1.402692877960205"
"CIFAR10_classification_CCL","0.5158","0.5307","finished","-","","","2024-05-05T00:32:50.000Z","1231","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4779986307144164","87","1.3962610332489014"
"MNIST_classification_CCL","0.9821666666666666","0.9811","finished","-","","","2024-05-05T01:28:21.000Z","1146","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.07325162782271703","99","0.07007324091792107"
"CIFAR10_classification_CCL","0.5118","0.5124","finished","-","","","2024-05-04T23:36:13.000Z","888","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4033869369506835","95","1.3924533926010132"
"FashionMNIST_classification_CCL","0.8846666666666667","0.8729","finished","-","","","2024-05-06T01:04:00.000Z","1530","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","5","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.33559405827522276","98","0.3715201267242432"
"FashionMNIST_classification_CCL","0.9003333333333333","0.8886","finished","-","","","2024-05-05T01:54:21.000Z","1110","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3250425589084625","80","0.34201369819641114"
"MNIST_classification_CCL","0.9798333333333332","0.9818","finished","-","","","2024-05-05T03:55:17.000Z","1098","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.08203274513284366","85","0.0683112746655941"
"CIFAR100_classification_CCL","0.2022","0.1914","finished","-","","","2024-05-05T00:29:04.000Z","846","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar100_ccl.yaml","3.536625259780884","98","3.588552229309082"
"MNIST_classification_CCL","0.9703333333333334","0.9746","finished","-","","","2024-05-06T02:47:30.000Z","1546","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","5","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10621203750371933","97","0.08500696796774865"
"FashionMNIST_classification_CCL","0.8861666666666667","0.8831","finished","-","","","2024-05-04T23:18:39.000Z","1117","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/fmnist_ccl.yaml","0.33469773825009663","64","0.3419707043647766"
"CIFAR10_classification_CCL","0.2696","0.3303","finished","-","","","2024-05-06T01:17:32.000Z","1114","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","2","2","0.5","1","1","CCL","0","0","train","3","SGD","6","0","0","./yaml/mlp/cifar10_ccl.yaml","2.2977231159210203","93","1.897406598854065"
"FashionMNIST_classification_CCL","0.8763333333333333","0.8705","finished","-","","","2024-05-06T04:20:42.000Z","1484","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","4","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3524081793626149","81","0.3725678980350494"
"MNIST_classification_CCL","0.977","0.9782","finished","-","","","2024-05-05T02:16:46.000Z","1001","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.0814478365580241","98","0.0748851494550705"
"MNIST_classification_CCL","0.9803333333333332","0.9814","finished","-","","","2024-05-05T02:42:47.000Z","1103","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.08284975973765055","77","0.06696504355072976"
"CIFAR100_classification_CCL","0.1958","0.1914","finished","-","","","2024-05-04T23:31:37.000Z","840","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5668808162689207","96","3.584806326293945"
"MNIST_classification_CCL","0.979","0.9793","finished","-","","","2024-05-05T01:10:42.000Z","1001","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.07985745509465536","99","0.07009040166735649"
"CIFAR10_classification_CCL","0.5102","0.5353","finished","-","","","2024-05-06T00:40:30.000Z","1097","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","6","0","0","./yaml/mlp/cifar10_ccl.yaml","1.5324359306335449","91","1.3969067562103272"
"MNIST_classification_CCL","0.9766666666666668","0.9815","finished","-","","","2024-05-06T02:21:43.000Z","1539","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/mnist_ccl.yaml","0.08617833431065082","90","0.0671851538836956"
"CIFAR100_classification_CCL","0.1886","0.187","finished","-","","","2024-05-05T02:56:14.000Z","940","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.611380042648315","98","3.613535234832763"
"CIFAR100_classification_CCL","0.2044","0.1908","finished","-","","","2024-05-05T04:18:06.000Z","1212","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1","1","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5261015449523927","98","3.576112789916992"
"CIFAR100_classification_CCL","0.204","0.1976","finished","-","","","2024-05-06T01:56:33.000Z","1115","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1.5","1.5","CCL","0","0","train","3","SGD","5","0","0","./yaml/mlp/cifar100_ccl.yaml","3.4978743682861326","98","3.5250960021972655"
"CIFAR10_classification_CCL","0.505","0.5242","finished","-","","","2024-05-06T02:01:07.000Z","1597","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","7","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4448197233200073","86","1.3797542751312255"
"CIFAR100_classification_CCL","0.038","0.1582","finished","-","","","2024-05-06T01:01:15.000Z","1162","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.520304441070556","6","3.776378053283691"
"CIFAR100_classification_CCL","0.0564","0.1572","finished","-","","","2024-05-05T05:18:49.000Z","1212","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","1.5","1.5","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.23738345489502","7","3.786524938201904"
"CIFAR100_classification_CCL","0.1878","0.1849","finished","-","","","2024-05-05T02:45:10.000Z","966","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.602008866882324","98","3.6073968055725096"
"CIFAR10_classification_CCL","0.2402","0.3324","finished","-","","","2024-05-05T01:15:40.000Z","1120","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar10_ccl.yaml","2.325716060638428","92","1.8681212957382205"
"MNIST_classification_CCL","0.9758333333333332","0.9808","finished","-","","","2024-05-05T03:22:20.000Z","988","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.09089402808745702","99","0.06489352542161941"
"CIFAR100_classification_CCL","0.0466","0.1535","finished","-","","","2024-05-05T02:29:11.000Z","951","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.522553568267822","5","3.7784991813659663"
"FashionMNIST_classification_CCL","0.888","0.8817","finished","-","","","2024-05-05T00:32:54.000Z","1089","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/fmnist_ccl.yaml","0.34456937193870546","64","0.33811800389289853"
"CIFAR100_classification_CCL","0.1932","0.191","finished","-","","","2024-05-05T02:23:43.000Z","846","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.586624571990966","98","3.590746298217774"
"CIFAR10_classification_CCL","0.494","0.5184","finished","-","","","2024-05-05T04:14:16.000Z","1562","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.45012828540802","88","1.3862808403015137"
"CIFAR10_classification_CCL","0.492","0.4886","finished","-","","","2024-05-04T23:21:01.000Z","898","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4599470844268798","99","1.4514794355392455"
"CIFAR10_classification_CCL","0.5146","0.5158","finished","-","","","2024-05-05T06:52:44.000Z","1561","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.4322966747283936","84","1.3836492294311524"
"CIFAR10_classification_CCL","0.5214","0.5208","finished","-","","","2024-05-05T03:00:43.000Z","1127","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.3917226509094238","96","1.38071171169281"
"FashionMNIST_classification_CCL","0.8935","0.881","finished","-","","","2024-05-06T01:29:41.000Z","1511","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3100224055449168","93","0.34122410359382627"
"CIFAR100_classification_CCL","0.191","0.1841","finished","-","","","2024-05-05T00:02:02.000Z","869","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5969422317504884","96","3.61334345703125"
"CIFAR100_classification_CCL","0.2124","0.2119","finished","-","","","2024-05-05T03:37:59.000Z","1202","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","2","2","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.474058525085449","96","3.4823850471496582"
"FashionMNIST_classification_CCL","0.8766666666666667","0.8674","finished","-","","","2024-05-05T06:26:04.000Z","1133","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","1","SGD","3","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.35986022611459095","71","0.3807985846042633"
"CIFAR100_classification_CCL","0.2006","0.1878","finished","-","","","2024-05-05T01:08:24.000Z","942","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","2","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5549969524383545","98","3.602587558746338"
"CIFAR100_classification_CCL","0.0522","0.1574","finished","-","","","2024-05-06T01:01:11.000Z","1157","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1","1","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.388333180999756","8","3.7635574844360353"
"FashionMNIST_classification_CCL","0.8815","0.8724","finished","-","","","2024-05-06T01:03:17.000Z","1455","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","4","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3419447542826335","96","0.3665000881195069"
"MNIST_classification_CCL","0.9665","0.974","finished","-","","","2024-05-05T00:55:20.000Z","1189","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","1","SGD","1","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10667103014638028","85","0.08784087849855422"
"CIFAR10_classification_CCL","0.5166","0.5132","finished","-","","","2024-05-05T02:51:19.000Z","1088","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4751157806396484","77","1.4142002166748049"
"CIFAR10_classification_CCL","0.5172","0.5186","finished","-","","","2024-05-05T06:00:13.000Z","1596","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","3","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.3940833948135376","96","1.3858302852630615"
"CIFAR100_classification_CCL","0.0384","0.1575","finished","-","","","2024-05-05T00:43:19.000Z","859","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.593144595336914","4","3.79582735748291"
"CIFAR100_classification_CCL","0.1138","0.1555","finished","-","","","2024-05-05T02:41:09.000Z","860","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.091916047668457","18","3.7624045722961426"
"CIFAR100_classification_CCL","0.1936","0.1895","finished","-","","","2024-05-05T00:03:51.000Z","960","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5842711418151856","96","3.599330940246582"
"CIFAR100_classification_CCL","0.1878","0.187","finished","-","","","2024-05-06T02:39:16.000Z","1195","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","5","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5721296897888184","98","3.597686742401123"
"CIFAR100_classification_CCL","0.0522","0.1574","finished","-","","","2024-05-05T03:12:02.000Z","929","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","4","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.388348112487793","8","3.7635923416137698"
"CIFAR10_classification_CCL","0.2756","0.3287","finished","-","","","2024-05-06T02:13:32.000Z","1097","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","2","2","0.5","1","1","CCL","0","0","train","3","SGD","7","0","0","./yaml/mlp/cifar10_ccl.yaml","2.0424335210800173","37","1.884491082382202"
"CIFAR10_classification_CCL","0.4742","0.4658","finished","-","","","2024-05-05T04:03:18.000Z","1312","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4972794818878177","99","1.4991802370071412"
"CIFAR100_classification_CCL","0.2152","0.2053","finished","-","","","2024-05-05T07:41:26.000Z","1179","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","2","2","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar100_ccl.yaml","3.4396141216278076","97","3.49797608795166"
"MNIST_classification_CCL","0.9676666666666668","0.9739","finished","-","","","2024-05-05T04:31:05.000Z","1090","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","3","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.1108632399837176","99","0.0873066492676735"
"MNIST_classification_CCL","0.9746666666666668","0.9777","finished","-","","","2024-05-06T01:29:41.000Z","1556","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/mnist_ccl.yaml","0.08982904096444448","95","0.07196965263485909"
"CIFAR100_classification_CCL","0.1886","0.1869","finished","-","","","2024-05-06T00:41:49.000Z","1154","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1","1","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.611339625167847","98","3.613498292541504"
"CIFAR10_classification_CCL","0.4928","0.5014","finished","-","","","2024-05-05T01:06:14.000Z","1573","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4685568853378297","95","1.4222053932189942"
"CIFAR100_classification_CCL","0.0512","0.1592","finished","-","","","2024-05-05T03:58:11.000Z","1186","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","1","2","2","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.278846496582031","5","3.7734208671569824"
"FashionMNIST_classification_CCL","0.8911666666666667","0.8859","finished","-","","","2024-05-06T02:20:56.000Z","1514","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","5","0","0","./yaml/mlp/fmnist_ccl.yaml","0.31783446431159973","90","0.3337058220386505"
"CIFAR10_classification_CCL","0.302","0.3681","finished","-","","","2024-05-05T01:59:21.000Z","1595","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar10_ccl.yaml","2.112562005805969","70","1.7978067672729492"
"MNIST_classification_CCL","0.9755","0.9786","finished","-","","","2024-05-05T05:27:11.000Z","1187","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.09868725736935934","35","0.07229903230071068"
"MNIST_classification_CCL","0.9693333333333334","0.9737","finished","-","","","2024-05-06T04:30:47.000Z","1534","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","5","0.0001","0.0001","./yaml/mlp/mnist_ccl.yaml","0.10674373453855517","96","0.0848807966709137"
"FashionMNIST_classification_CCL","0.88","0.8715","finished","-","","","2024-05-06T01:52:38.000Z","1485","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","4","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3424215990702311","96","0.3689182723045349"
"CIFAR100_classification_CCL","0.1198","0.1558","finished","-","","","2024-05-05T00:45:57.000Z","863","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.067922108459473","18","3.765883226013184"
"CIFAR10_classification_CCL","0.5096","0.5168","finished","-","","","2024-05-05T02:26:08.000Z","1625","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.415742317199707","95","1.3930945959091183"
"CIFAR100_classification_CCL","0.191","0.1841","finished","-","","","2024-05-04T23:33:10.000Z","860","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","3","SGD","1","0","0","./yaml/mlp/cifar100_ccl.yaml","3.5969422317504884","96","3.61334345703125"
"CIFAR100_classification_CCL","0.181","0.1794","finished","-","","","2024-05-05T04:09:48.000Z","1147","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.2","0.2","CCL","0","0","train","3","SGD","4","0","0","./yaml/mlp/cifar100_ccl.yaml","3.643697452545166","99","3.634660892486573"
"CIFAR10_classification_CCL","0.5236","0.5227","finished","-","","","2024-05-05T01:56:37.000Z","1286","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar10_ccl.yaml","1.4547755296707154","84","1.4143559059143067"
"CIFAR100_classification_CCL","0.2076","0.1923","finished","-","","","2024-05-05T01:55:00.000Z","862","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","2","2","CCL","0","0","train","3","SGD","3","0","0","./yaml/mlp/cifar100_ccl.yaml","3.526959967041015","97","3.5961344718933104"
"FashionMNIST_classification_CCL","0.8723333333333333","0.8722","finished","-","","","2024-05-04T23:48:41.000Z","946","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","0.5","0.5","CCL","0","0","train","1","SGD","1","0.0001","0.0001","./yaml/mlp/fmnist_ccl.yaml","0.3576992342472076","96","0.3695928778648376"
"FashionMNIST_classification_CCL","0.8913333333333333","0.8828","finished","-","","","2024-05-06T02:17:32.000Z","1468","","0","elu","elu","simple_linear","256","zero","1","0","FashionMNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","4","0","0","./yaml/mlp/fmnist_ccl.yaml","0.3139434814453125","81","0.32921632776260373"
"CIFAR100_classification_CCL","0.1118","0.158","finished","-","","","2024-05-05T00:16:38.000Z","875","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","1","0.0001","0.0001","./yaml/mlp/cifar100_ccl.yaml","4.0694290657043455","17","3.7606369567871094"
"CIFAR10_classification_CCL","0.4988","0.5187","finished","-","","","2024-05-05T00:35:24.000Z","879","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR10","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","3","SGD","2","0.0001","0.0001","./yaml/mlp/cifar10_ccl.yaml","1.434644931411743","88","1.3771638105392456"
"CIFAR100_classification_CCL","0.185","0.1836","finished","-","","","2024-05-06T01:59:27.000Z","1172","","0","elu","elu","simple_linear","256","zero","1","0","CIFAR100","100","0.001","0","0","0.3","0.3","0.5","1","1","CCL","0","0","train","3","SGD","5","0","0","./yaml/mlp/cifar100_ccl.yaml","3.574588229370117","98","3.604591271209717"
