"Name","test_loss","val_loss","seed","use_noise","State","Notes","User","Tags","Created","Runtime","Sweep","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","dataset","device","epochs","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","wd_F","yaml","loss_scale_C","loss_scale_D"
"STL10_BP_same_noise","0.005926486579701304","0.006630378309637308","1","1","finished","-","","","2024-05-05T16:32:37.000Z","592","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007050196520984173","0.00665466720238328","1","1","finished","-","","","2024-05-05T16:22:17.000Z","592","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.00588199670240283","0.006654946133494377","2","","finished","-","","","2024-05-05T05:26:11.000Z","544","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006077058205381036","0.006707835476845503","2","","finished","-","","","2024-05-05T05:45:15.000Z","545","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.005974557531997562","0.006710051093250513","1","1","finished","-","","","2024-05-05T15:30:21.000Z","593","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005855739818885922","0.006710070185363293","5","","finished","-","","","2024-05-05T16:42:01.000Z","711","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006723523603752255","0.006798105780035257","3","1","finished","-","","","2024-05-05T16:35:20.000Z","611","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006330538295209407","0.006824269890785217","5","","finished","-","","","2024-05-05T17:19:16.000Z","713","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006550728812813759","0.006860924884676933","1","1","finished","-","","","2024-05-05T17:03:39.000Z","593","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006800455011427403","0.006876044441014528","5","","finished","-","","","2024-05-05T19:36:05.000Z","710","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006146636765450239","0.006891846656799316","3","","finished","-","","","2024-05-05T21:07:40.000Z","1160","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006454300018027425","0.0069158063270151615","5","1","finished","-","","","2024-05-05T19:12:33.000Z","599","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006868940811604262","0.006920048035681248","3","","finished","-","","","2024-05-05T17:28:26.000Z","1160","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006031644875183702","0.006921700667589903","5","1","finished","-","","","2024-05-05T17:37:32.000Z","601","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005947057973593474","0.006947689224034548","1","","finished","-","","","2024-05-05T04:29:06.000Z","559","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006864863371476531","0.006958194077014923","1","","finished","-","","","2024-05-05T03:59:40.000Z","552","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006874216439202428","0.006973209325224161","4","","finished","-","","","2024-05-05T17:02:27.000Z","1150","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006347154306247831","0.006977049633860588","3","","finished","-","","","2024-05-05T16:28:43.000Z","1162","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.005862704398110509","0.0069799344055354595","1","1","finished","-","","","2024-05-05T15:09:32.000Z","596","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.0062555261477828025","0.006984801031649113","4","1","finished","-","","","2024-05-05T15:30:56.000Z","601","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.0058710451945662495","0.0070208231918513775","2","","finished","-","","","2024-05-05T05:07:08.000Z","542","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.0069724359158426525","0.007064564153552055","2","","finished","-","","","2024-05-05T05:52:46.000Z","717","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006279723351821303","0.007095352280884981","5","1","finished","-","","","2024-05-05T17:27:01.000Z","598","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.0066237950213253495","0.0071233585476875305","2","1","finished","-","","","2024-05-05T16:01:23.000Z","590","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006009660581126809","0.007127785123884678","4","","finished","-","","","2024-05-05T16:42:29.000Z","1167","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006566818863153458","0.007146730553358793","3","","finished","-","","","2024-05-05T22:47:14.000Z","1159","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.0071169967148453","0.007161811459809542","4","","finished","-","","","2024-05-05T22:36:16.000Z","1150","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.0070261193029582504","0.007200742140412331","4","","finished","-","","","2024-05-05T22:16:41.000Z","1144","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006478163465857506","0.007205592934042215","1","","finished","-","","","2024-05-05T04:19:02.000Z","551","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006920592496171594","0.007206411100924015","3","","finished","-","","","2024-05-05T20:27:51.000Z","1160","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007030916910618544","0.007296504452824593","4","1","finished","-","","","2024-05-05T17:05:54.000Z","600","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005972932837903499","0.007302290294319391","4","","finished","-","","","2024-05-05T15:02:41.000Z","1163","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006868915159255266","0.007302878890186548","5","","finished","-","","","2024-05-05T16:29:35.000Z","712","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006914925690740347","0.007316798437386751","5","1","finished","-","","","2024-05-05T18:30:18.000Z","597","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.00691807122901082","0.007370130158960819","1","","finished","-","","","2024-05-05T03:59:42.000Z","558","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006986594779416919","0.007412212900817394","2","","finished","-","","","2024-05-05T04:58:29.000Z","558","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.0065705587230622765","0.007422924507409334","4","","finished","-","","","2024-05-05T18:21:01.000Z","1145","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.00694375741481781","0.0074637094512581825","5","","finished","-","","","2024-05-05T18:09:01.000Z","711","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.00698860646598041","0.007509618531912565","2","","finished","-","","","2024-05-05T05:08:17.000Z","560","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.007204453967511654","0.007518174592405558","2","","finished","-","","","2024-05-05T06:02:36.000Z","718","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007116522666066885","0.007520833052694797","4","1","finished","-","","","2024-05-05T16:23:43.000Z","600","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006041176976636052","0.007558547891676426","1","1","finished","-","","","2024-05-05T15:19:57.000Z","595","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.00705310020968318","0.007576675154268742","1","","finished","-","","","2024-05-05T04:09:30.000Z","559","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007049057722091675","0.007577835116535425","5","1","finished","-","","","2024-05-05T17:48:06.000Z","597","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.007042138617485762","0.0075787752866744995","4","","finished","-","","","2024-05-05T17:22:08.000Z","1149","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005974879400804639","0.007597318384796381","3","","finished","-","","","2024-05-05T16:48:39.000Z","1158","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.03","0.03","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007357383729889989","0.007611007429659367","1","1","finished","-","","","2024-05-05T15:40:43.000Z","592","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005919025201350451","0.007636039052158594","5","","finished","-","","","2024-05-05T17:06:52.000Z","710","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006892891388386488","0.007661260664463043","3","","finished","-","","","2024-05-05T20:07:57.000Z","1161","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006772596288472414","0.007782353088259697","1","","finished","-","","","2024-05-05T04:47:20.000Z","722","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007103486515581608","0.00784324947744608","2","1","finished","-","","","2024-05-05T16:22:04.000Z","589","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.008155013976618648","0.007855848409235477","1","","finished","-","","","2024-05-05T04:37:19.000Z","717","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.005713691286742687","0.007882150821387768","2","","finished","-","","","2024-05-05T06:18:01.000Z","715","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.006910481529310346","0.007917545735836029","4","1","finished","-","","","2024-05-05T15:41:29.000Z","601","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.007232229240238666","0.007925777696073055","3","","finished","-","","","2024-05-05T23:07:06.000Z","1161","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007034955605864525","0.007976889610290527","2","1","finished","-","","","2024-05-05T15:40:39.000Z","591","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007223435511812567","0.008005849085748196","3","1","finished","-","","","2024-05-05T16:24:37.000Z","607","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.0069859530571848155","0.00804867036640644","3","1","finished","-","","","2024-05-05T17:07:33.000Z","608","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same_noise","0.007006864724680781","0.008050501346588135","3","1","finished","-","","","2024-05-05T15:41:42.000Z","608","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.007243878152221442","0.00810183584690094","1","","finished","-","","","2024-05-05T04:24:45.000Z","716","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.007742789782583714","0.008155478164553642","5","","finished","-","","","2024-05-05T19:48:30.000Z","711","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.001","0.001","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_BP_same","0.006392709393054247","0.008204073645174503","2","","finished","-","","","2024-05-05T05:37:45.000Z","559","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008542862551286817","0.008295914195477962","4","1","finished","-","","","2024-05-05T16:56:14.000Z","879","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008633824177086353","0.008315673515200616","2","","finished","-","","","2024-05-05T08:32:49.000Z","833","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008610022943466902","0.008348746754229069","1","","finished","-","","","2024-05-05T04:57:26.000Z","832","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.3"
"STL10_CCL_same","0.008630084831267596","0.008363101847469807","2","","finished","-","","","2024-05-05T09:01:33.000Z","835","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008633202776312828","0.008380754634737968","1","","finished","-","","","2024-05-05T04:43:04.000Z","835","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_BP_same","0.006961873944848776","0.008387821726500988","3","","finished","-","","","2024-05-05T17:48:23.000Z","1160","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same_noise","0.008556497359648347","0.008458828955888748","5","1","finished","-","","","2024-05-05T18:57:59.000Z","879","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.1","0.1","0.01","0.01","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_CCL_same","0.008580043975263834","0.008474715612828731","5","","finished","-","","","2024-05-05T18:49:06.000Z","1555","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","1"
"STL10_BP_same","0.0066395919378846886","0.00847543589770794","1","","finished","-","","","2024-05-05T04:38:54.000Z","556","","1","relu","relu","cnn_pool_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","1","1","0.01","0.01","BP","0","0.5","train","3","SGD","autoencoder","same","50","200","0","0.00001","./yaml/cnn_ae/stl10_bp_legacy.yaml","1","1"
"STL10_CCL_same","0.008693862307816744","0.008478268325328827","2","","finished","-","","","2024-05-05T09:39:55.000Z","757","","1","relu","relu","cnn_stride_autoencoder","32","zero","1","2","STL10","cuda","50","0.001","0","2","0.3","0.3","0.003","0.003","CCL","0.9","0.9","train","3","SGD","autoencoder","same","50","100","0.0001","0.0001","./yaml/cnn_ae/stl10_ccl_legacy.yaml","1","0.1"
