"Name","dataset","algorithm","loss_feedback","test accuracy","Runtime","State","learning_rate","learning_rate_backward","train accuracy","seed","activation_function","epochs_backward","stepsize"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9244","5359","finished","0.8","0.004","0.92655","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9243","5131","finished","0.8","0.002","0.9267166666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9242","5063","finished","4","0.002","0.9314833333333332","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9242","5391","finished","4","0.004","0.9332666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9241","5364","finished","4","0.004","0.9305666666666668","1","","5","0.04"
"MNIST_DTP_linear_L-DRL","MNIST","DTP","L-DRL","0.924","5542","finished","2","0.002","0.9347333333333332","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9237","5285","finished","4","0.0002","0.9293166666666668","2","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9237","5652","finished","4","0.1","0.9271333333333334","2","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9237","3640","finished","4","0.01","0.9315666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9235","4851","finished","4","0.0002","0.9251666666666668","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9235","4434","finished","4","0.0008","0.9251","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9235","5594","finished","4","0.0001","0.9251666666666668","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9234","4455","finished","4","0.0004","0.9251333333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9233","5068","finished","4","0.001","0.92515","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9233","5907","finished","4","0.2","0.9272333333333334","2","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.923","7889","finished","4","0.0002","0.9352666666666668","1","","10","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9221","4957","finished","4","0.002","0.9235166666666668","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9218","3659","finished","4","0.01","0.9232333333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9217","5377","finished","4","0.004","0.9232833333333332","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4414","finished","0.8","0.0004","0.9232333333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4936","finished","0.8","0.0002","0.9232833333333332","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4879","finished","0.4","0.0002","0.9232833333333332","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4451","finished","4","0.0002","0.9232833333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4447","finished","0.4","0.0004","0.9232333333333334","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9209","4415","finished","4","0.0004","0.9232333333333334","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","4566","finished","4","0.0001","0.9233333333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","5220","finished","0.4","0.001","0.9231666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","4448","finished","0.8","0.0008","0.9231666666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","4430","finished","0.4","0.0008","0.9231666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","5331","finished","0.8","0.001","0.92315","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","5514","finished","0.8","0.0001","0.92335","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9208","5765","finished","0.4","0.0001","0.9233666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9207","6359","finished","4","0.02","0.9299833333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9207","5053","finished","0.8","0.002","0.9221166666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9207","5035","finished","0.4","0.002","0.9221166666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9207","4796","finished","4","0.001","0.92035","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9206","5330","finished","0.8","0.004","0.92205","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9206","5304","finished","0.4","0.004","0.92205","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9203","5732","finished","4","0.004","0.9199666666666668","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9203","3689","finished","0.4","0.01","0.9216333333333332","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9203","3591","finished","0.8","0.01","0.9216333333333332","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9203","4843","finished","4","0.002","0.9201166666666668","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9193","6187","finished","2","0.002","0.9280333333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9166","5490","finished","0.4","0.0001","0.9157166666666666","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9166","5645","finished","0.2","0.0001","0.9157166666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9166","5839","finished","0.8","0.0001","0.9157166666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9165","4630","finished","4","0.0001","0.9157","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9164","4403","finished","4","0.0002","0.9157166666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9164","4868","finished","0.4","0.0002","0.9157166666666666","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9164","4922","finished","0.8","0.0002","0.9157166666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9164","4791","finished","0.2","0.0002","0.9157166666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9162","4427","finished","0.8","0.0004","0.9156166666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9162","4409","finished","0.4","0.0004","0.9156166666666666","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9162","4383","finished","0.2","0.0004","0.9156166666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9162","4402","finished","4","0.0004","0.9156166666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.916","4378","finished","0.2","0.0008","0.91545","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.916","4407","finished","0.8","0.0008","0.91545","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.916","4450","finished","0.4","0.0008","0.91545","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9159","5294","finished","0.2","0.001","0.9154166666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9159","4975","finished","0.8","0.001","0.9154166666666668","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9159","5114","finished","0.4","0.001","0.9154166666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9157","6014","finished","4","0.008","0.9204833333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9146","5024","finished","0.8","0.002","0.9161333333333334","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9146","5018","finished","0.4","0.002","0.9161333333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9146","5096","finished","0.2","0.002","0.9161333333333334","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9144","5358","finished","0.8","0.004","0.91595","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9144","5245","finished","0.4","0.004","0.91595","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9144","5420","finished","0.2","0.004","0.91595","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9143","4855","finished","4","0.002","0.9137","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9143","4763","finished","4","0.001","0.9138333333333334","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.914","3595","finished","0.4","0.01","0.9156666666666666","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.914","3685","finished","0.2","0.01","0.9156666666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.914","3647","finished","0.8","0.01","0.9156666666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9139","5693","finished","4","0.004","0.9136666666666666","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9126","5792","finished","4","0.008","0.9134333333333332","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","4400","finished","0.2","0.0004","0.90715","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","5144","finished","0.4","0.001","0.9070333333333334","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","4428","finished","4","0.0004","0.9071666666666668","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","4399","finished","0.1","0.0004","0.90715","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","5459","finished","0.2","0.001","0.9070333333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","4425","finished","0.4","0.0004","0.90715","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","5328","finished","0.1","0.001","0.9070333333333334","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","5216","finished","0.8","0.001","0.9070333333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9102","4460","finished","0.8","0.0004","0.90715","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4433","finished","4","0.0002","0.9071666666666668","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","5516","finished","0.1","0.0001","0.90715","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4849","finished","0.4","0.0002","0.9071666666666668","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4910","finished","0.8","0.0002","0.9071666666666668","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","5451","finished","0.2","0.0001","0.90715","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","5554","finished","0.4","0.0001","0.90715","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4686","finished","4","0.0001","0.90715","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4853","finished","0.2","0.0002","0.9071666666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","4822","finished","0.1","0.0002","0.9071666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9101","5669","finished","0.8","0.0001","0.90715","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.91","4424","finished","0.2","0.0008","0.9070666666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.91","4408","finished","0.1","0.0008","0.9070666666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.91","4397","finished","0.4","0.0008","0.9070666666666668","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.91","4420","finished","0.8","0.0008","0.9070666666666668","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9082","5349","finished","0.2","0.004","0.9067","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9082","5299","finished","0.4","0.004","0.9067","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9082","5398","finished","0.8","0.004","0.9067","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9082","5382","finished","0.1","0.004","0.9067","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.908","4969","finished","0.1","0.002","0.9069166666666668","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.908","5085","finished","0.4","0.002","0.9069166666666668","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.908","5089","finished","0.8","0.002","0.9069333333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.908","5018","finished","0.2","0.002","0.9069166666666668","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9078","3575","finished","0.4","0.01","0.9065666666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9078","3737","finished","0.1","0.01","0.9065666666666666","1","","5","0.08"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9078","3764","finished","0.8","0.01","0.9065666666666666","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9078","3782","finished","0.2","0.01","0.9065666666666666","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9075","4789","finished","4","0.002","0.9044666666666666","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9074","4790","finished","4","0.001","0.9044833333333332","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9072","5774","finished","4","0.004","0.9042333333333332","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.907","4383","finished","0.8","0.0004","0.9041833333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.907","4431","finished","0.8","0.0002","0.9042333333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.907","5350","finished","0.8","0.0001","0.9042333333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9066","5882","finished","4","0.008","0.9038166666666668","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9048","5717","finished","0.8","0.004","0.9014","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9048","4915","finished","0.8","0.002","0.90155","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9045","4763","finished","0.8","0.001","0.9015333333333332","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9044","5886","finished","0.8","0.008","0.8999166666666667","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.901","5077","finished","0.2","0.002","0.89685","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.901","5084","finished","0.4","0.002","0.89685","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.901","4977","finished","0.1","0.002","0.89685","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9009","5355","finished","0.4","0.004","0.8966833333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9009","5337","finished","0.2","0.004","0.8966833333333334","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9009","5332","finished","0.1","0.004","0.8966833333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9005","3766","finished","0.1","0.01","0.8964833333333333","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9005","3616","finished","0.4","0.01","0.8964833333333333","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.9005","3774","finished","0.2","0.01","0.8964833333333333","1","","5","0.02"
"MNIST_FWDTP_linear","MNIST","FWDTP","DTP","0.9","3881","finished","0.1","0.001","0.8967166666666667","4","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","5227","finished","4","0.0001","0.8958","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4394","finished","0.4","0.0004","0.8958","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","5321","finished","0.1","0.001","0.8957833333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4362","finished","0.1","0.0004","0.8958","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4387","finished","4","0.0004","0.8958","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4830","finished","0.4","0.0002","0.8957833333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","5195","finished","0.2","0.001","0.8957833333333334","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4813","finished","0.2","0.0002","0.8957833333333334","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4487","finished","0.2","0.0004","0.8958","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4887","finished","0.1","0.0002","0.8957833333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4425","finished","4","0.0002","0.8957833333333334","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","5406","finished","0.4","0.001","0.8957833333333334","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4422","finished","0.4","0.0008","0.8958","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4400","finished","0.1","0.0008","0.8958","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8999","4426","finished","0.2","0.0008","0.8958","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8998","5456","finished","0.4","0.0001","0.8958","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8998","5483","finished","0.1","0.0001","0.8957833333333334","1","","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8998","5536","finished","0.2","0.0001","0.8958","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8993","4765","finished","4","0.001","0.89385","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8992","4863","finished","4","0.002","0.8938333333333334","1","","5","0.001"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8991","5757","finished","4","0.004","0.8936833333333334","1","","5","0.001"
"MNIST_FWDTP_linear","MNIST","FWDTP","DTP","0.8991","2782","finished","0.1","0.001","0.8919333333333334","3","","5","0.04"
"MNIST_FWDTP_linear","MNIST","FWDTP","DTP","0.8978","3965","finished","0.1","0.001","0.8936666666666667","5","","5","0.04"
"MNIST_FWDTP_linear","MNIST","FWDTP","DTP","0.8976","3102","finished","0.1","0.001","0.8930166666666667","1","","5","0.04"
"MNIST_FWDTP_linear","MNIST","FWDTP","DTP","0.8973","2559","finished","0.1","0.001","0.8916","2","","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8973","218","finished","0.05","0.001","0.99865","2","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8973","5906","finished","4","0.008","0.8927666666666667","1","","5","0.001"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.897","260","finished","0.1","0.001","0.9999","4","tanh","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8966","261","finished","0.2","0.001","0.99675","4","tanh","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.896","201","finished","0.1","0.001","0.9986833333333334","2","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","4379","finished","0.4","0.0002","0.8919333333333334","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","4376","finished","0.8","0.0002","0.8919333333333334","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","4862","finished","0.4","0.0001","0.89195","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","4366","finished","0.8","0.0004","0.8919166666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","4442","finished","0.4","0.0004","0.8919166666666667","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8956","5177","finished","0.8","0.0001","0.89195","1","","5","0.004"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8953","172","finished","0.1","0.001","0.9996333333333334","5","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8951","4839","finished","0.8","0.002","0.8901833333333333","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8951","4802","finished","0.4","0.002","0.8901833333333333","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.895","4869","finished","0.4","0.001","0.8902","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.895","4783","finished","0.8","0.001","0.8902","1","","5","0.004"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8949","205","finished","0.05","0.001","0.99895","3","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8948","5722","finished","0.8","0.004","0.8901166666666667","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8948","5732","finished","0.4","0.004","0.8901166666666667","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.894","5992","finished","0.4","0.008","0.8889","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.894","5867","finished","0.8","0.008","0.8888666666666667","1","","5","0.004"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8938","185","finished","0.1","0.001","0.9875833333333334","3","tanh","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8933","271","finished","0.05","0.001","0.9982666666666666","4","tanh","5","0.04"
"FashionMNIST_BP","FashionMNIST","BP","DTP","0.8933","191","finished","0.05","0.001","0.9981833333333332","1","tanh","5","0.04"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8904","4995","finished","0.1","0.002","0.8831666666666667","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8904","5012","finished","0.2","0.002","0.8831666666666667","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8898","3768","finished","0.1","0.01","0.88295","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8898","5342","finished","0.1","0.004","0.88315","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8898","3755","finished","0.2","0.01","0.88295","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8898","5399","finished","0.2","0.004","0.88315","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8883","5547","finished","0.1","0.0001","0.8832666666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8883","5432","finished","0.2","0.0001","0.8832666666666666","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8883","4815","finished","0.1","0.0002","0.8832666666666666","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8883","4862","finished","0.2","0.0002","0.8832666666666666","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","4414","finished","0.1","0.0004","0.8832833333333333","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","4393","finished","0.2","0.0008","0.8832333333333333","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","5117","finished","0.1","0.001","0.8832","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","4439","finished","0.2","0.0004","0.8832666666666666","1","","5","0.01"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","4437","finished","0.1","0.0008","0.8832333333333333","1","","5","0.02"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8882","5233","finished","0.2","0.001","0.8832","1","","5","0.01"
"FashionMNIST_DTP_linear_DTP","FashionMNIST","DTP","DTP","0.8874","4049","finished","1","0.002","0.9622166666666668","4","","5","0.04"
"FashionMNIST_FWDTP-BN_linear-BN","FashionMNIST","FWDTP-BN","DTP","0.8854","4696","finished","1","0.001","0.9616666666666668","1","","5","0.004"
"FashionMNIST_DTP_linear_DTP","FashionMNIST","DTP","DTP","0.8844","2723","finished","1","0.002","0.9609","2","","5","0.04"
"FashionMNIST_FWDTP-BN_linear-BN","FashionMNIST","FWDTP-BN","DTP","0.8839","4464","finished","1","0.001","0.9665833333333332","3","","5","0.004"
"FashionMNIST_FWDTP-BN_linear-BN","FashionMNIST","FWDTP-BN","DTP","0.8838","6325","finished","1","0.001","0.9640333333333332","4","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","5102","finished","0.4","0.0001","0.8788333333333334","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4451","finished","0.8","0.0002","0.8788","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4446","finished","0.4","0.0002","0.8788","1","","5","0.004"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","5315","finished","0.8","0.0001","0.8788333333333334","1","","5","0.002"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4394","finished","0.2","0.0002","0.8788","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","5161","finished","0.2","0.0001","0.8788333333333334","1","","5","0.008"
"MNIST_DTP_linear_DRL","MNIST","DTP","DRL","0.8836","4417","finished","0.2","0.0004","0.8788","1","","5","0.008"
