"Name","5_epoch_time2","5_epoch_time","State","Notes","User","Tags","Created","Runtime","Sweep","activation_function","agent","algorithm","backward_function_1","backward_function_1_activation","backward_function_1_init","backward_function_2","backward_function_2_activation","backward_function_2_init","batch_size","dataset","depth","direct_depth","epochs","epochs_backward","forward_function_1","forward_function_1_activation","forward_function_1_init","forward_function_2","forward_function_2_activation","forward_function_2_init","forward_last_activation","hid_dim","in_dim","label_augmentation","learning_rate","learning_rate_backward","log","loss_feedback","out_dim","seed","sparse_ratio","std_backward","stepsize","test","last_activation","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","task","task_transform","tmax","warmup","wd_B","wd_F","yaml","train accuracy","train loss","valid accuracy","valid loss","eigenvalue ratio 1","eigenvalue ratio 2","eigenvalue ratio 3","eigenvalue ratio 4","eigenvalue ratio 5","eigenvalue trace 1","eigenvalue trace 2","eigenvalue trace 3","eigenvalue trace 4","eigenvalue trace 5","val_acc","val_loss"
"CIFAR100_classification_BP","48.80200552940369","","finished","-","","","2024-05-04T03:29:38.000Z","64","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","6","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar100_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR100_classification_BP","75.53655505180359","","finished","-","","","2024-05-04T03:33:17.000Z","99","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","4","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar100_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_FWDTP-BN_linear-BN","","39.067392110824585","finished","-","","","2024-05-04T07:03:32.000Z","59","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","256","784","false","0.1","0.001","true","DTP","10","5","-1","0.01","0.04","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_FWDTP-BN_linear-BN","","18.594132900238037","finished","-","","","2024-05-04T07:11:00.000Z","45","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","10","2","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_classification_BP","68.492671251297","","finished","-","","","2024-05-04T03:31:17.000Z","93","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","2","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar100_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DTP","","33.3060462474823","finished","-","","","2024-05-04T07:14:11.000Z","61","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","100","7","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","58.0300669670105","finished","-","","","2024-05-04T07:04:39.000Z","78","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","5","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_classification_BP","90.10434031486513","","finished","-","","","2024-05-04T03:32:51.000Z","111","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","3","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar100_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_FWDTP-BN_linear-BN","","38.80562138557434","finished","-","","","2024-05-04T07:03:32.000Z","59","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","256","784","false","0.1","0.001","true","DTP","10","6","-1","0.01","0.04","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_L-DRL","","63.008506059646606","finished","-","","","2024-05-04T07:02:32.000Z","82","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","L-DRL","10","8","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_BP","","9.909101963043211","finished","-","","","2024-05-04T07:02:48.000Z","36","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","5","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9815333333333334","0.06418081372976303","0.97","0.09671201556921004","","","","","","","","","","","",""
"CIFAR10_classification_BP","68.79873323440552","","finished","-","","","2024-05-04T03:27:58.000Z","89","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","2","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar10_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_BP","","10.391774654388428","finished","-","","","2024-05-04T07:02:48.000Z","36","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","4","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.94245","0.16661925613880155","0.9343","0.2042551040649414","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DRL","","30.89487051963806","finished","-","","","2024-05-04T07:06:07.000Z","49","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","10","8","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","50.59497880935669","","finished","-","","","2024-05-04T03:24:21.000Z","77","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","4","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DRL","","49.39179182052612","finished","-","","","2024-05-04T07:18:58.000Z","71","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","100","4","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","91.81006979942322","","finished","-","","","2024-05-04T03:26:36.000Z","118","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","1","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_L-DRL","","50.58614110946655","finished","-","","","2024-05-04T07:10:44.000Z","81","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","10","7","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","35.02297329902649","finished","-","","","2024-05-04T07:01:14.000Z","62","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","7","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_BP","","10.244095802307127","finished","-","","","2024-05-04T07:10:16.000Z","37","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR10","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","10","2","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37354","1.8132578134536743","0.3729","1.8179259300231936","","","","","","","","","","","",""
"MNIST_DTP_linear_DRL","","75.21454358100891","finished","-","","","2024-05-04T07:00:51.000Z","93","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","DRL","10","8","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_FWDTP-BN_linear-BN","","32.93144989013672","finished","-","","","2024-05-04T07:03:30.000Z","56","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","256","784","false","0.1","0.001","true","DTP","10","2","-1","0.01","0.04","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DTP","","33.288758993148804","finished","-","","","2024-05-04T07:07:56.000Z","61","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","10","7","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_L-DRL","","62.10696649551392","finished","-","","","2024-05-04T07:04:25.000Z","90","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","L-DRL","10","7","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DRL","","127.44887042045592","finished","-","","","2024-05-04T07:06:05.000Z","149","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","DRL","10","5","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_BP","76.74219250679016","","finished","-","","","2024-05-04T03:29:02.000Z","98","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","3","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar10_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","58.786447525024414","","finished","-","","","2024-05-04T03:26:25.000Z","82","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","9","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","36.455108404159546","finished","-","","","2024-05-04T06:41:12.000Z","58","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","9","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_classification_CCL","95.19306206703186","","finished","-","","","2024-05-04T03:33:34.000Z","171","","","","","","","","","","","","CIFAR100","","","5","","","","","","","","","","","","","","","","","9","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar100_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_L-DRL","","104.01301312446594","finished","-","","","2024-05-04T07:11:19.000Z","123","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","L-DRL","10","1","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_FWDTP-BN_linear-BN","","19.95274019241333","finished","-","","","2024-05-04T07:07:00.000Z","47","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","10","7","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_BP","131.2395281791687","","finished","-","","","2024-05-04T03:31:17.000Z","151","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar10_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_classification_BP","54.1294047832489","","finished","-","","","2024-05-04T03:27:30.000Z","74","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.1","0.05","BP","0","0","train","1","SGD","classification","none","0","0","0","0","./yaml/linear_mnist_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","52.110859394073486","","finished","-","","","2024-05-04T03:24:27.000Z","77","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","3","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_classification_BP","53.943467140197754","","finished","-","","","2024-05-04T03:27:30.000Z","74","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.1","0.05","BP","0","0","train","1","SGD","classification","none","0","0","0","0","./yaml/linear_mnist_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DRL","","75.16240620613098","finished","-","","","2024-05-04T06:23:13.000Z","100","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","DRL","10","10","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_BP","","16.207281351089478","finished","-","","","2024-05-04T07:12:17.000Z","43","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR100","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","100","7","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0881","4.230116367340088","0.0849","4.242828845977783","","","","","","","","","","","",""
"CIFAR10_FWDTP-BN_linear-BN","","23.437180757522583","finished","-","","","2024-05-04T07:14:13.000Z","45","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","10","1","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_classification_BP","49.580132484436035","","finished","-","","","2024-05-04T03:33:48.000Z","65","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","10","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar10_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","198.0423460006714","","finished","-","","","2024-05-04T03:27:02.000Z","222","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","5","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_BP","","11.198240280151367","finished","-","","","2024-05-04T07:02:41.000Z","39","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","2","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9751","0.08126091957092285","0.9632","0.11028433591127396","","","","","","","","","","","",""
"MNIST_DTP_linear_DRL","","126.5008487701416","finished","-","","","2024-05-04T07:06:07.000Z","146","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","DRL","10","3","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_BP","","14.89936876296997","finished","-","","","2024-05-04T06:20:09.000Z","46","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","MNIST","6","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","256","784","false","0.1","0.001","true","DTP","10","10","-1","0.01","0.04","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9784333333333334","0.07393652200698853","0.9659","0.10890433192253111","","","","","","","","","","","",""
"CIFAR100_DTP_linear_L-DRL","","55.654743909835815","finished","-","","","2024-05-04T07:20:19.000Z","79","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","100","6","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","47.24415826797485","","finished","-","","","2024-05-04T03:23:46.000Z","67","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","2","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_L-DRL","","103.50267624855042","finished","-","","","2024-05-04T07:08:45.000Z","125","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","L-DRL","10","4","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_DTP_linear_DRL","","53.55902981758118","finished","-","","","2024-05-04T07:15:24.000Z","87","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","100","7","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_BP","","12.99851894378662","finished","-","","","2024-05-04T07:13:30.000Z","35","","tanh","false","BP","identity","tanh","uniform","identity","linear","orthogonal","256","CIFAR10","4","1","5","5","identity","linear","orthogonal","identity","tanh","orthogonal","linear","1024","3072","false","0.001","0.001","true","DTP","10","1","-1","0.01","0.01","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36724","1.8222535848617551","0.3609","1.8304786682128904","","","","","","","","","","","",""
"MNIST_classification_CCL","34.15286898612976","","finished","-","","","2024-05-04T03:30:53.000Z","47","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","10","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_classification_BP","91.58128666877748","","finished","-","","","2024-05-04T03:30:54.000Z","116","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","5","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.2","0.05","BP","0","0","train","3","SGD","classification","none","0","0","0","0","./yaml/linear_cifar10_bp.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","50.44603157043457","","finished","-","","","2024-05-04T03:25:59.000Z","66","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","6","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_classification_CCL","108.1768090724945","","finished","-","","","2024-05-04T03:28:54.000Z","131","","","","","","","","","","","","CIFAR10","","","5","","","","","","","","","","","","","","","","","7","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","3","SGD","classification","none","0","100","0","0","./yaml/linear_cifar10_ccl.yaml","","","","","","","","","","","","","","","",""
"MNIST_FWDTP-BN_linear-BN","","38.84630489349365","finished","-","","","2024-05-04T07:03:32.000Z","59","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","256","784","false","0.1","0.001","true","DTP","10","4","-1","0.01","0.04","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR100_FWDTP-BN_linear-BN","","18.290812492370605","finished","-","","","2024-05-04T06:53:07.000Z","48","","","false","FWDTP-BN","random","tanh-BN","uniform","difference","linear-BN","","256","CIFAR100","4","1","5","5","identity","linear","","parameterized","tanh-BN","orthogonal","linear-BN","1024","3072","false","0.02","0.001","true","DTP","100","9","-1","0.01","0.01","true","linear-BN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DRL","","52.79073977470398","finished","-","","","2024-05-04T07:09:14.000Z","80","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","10","7","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_CCL","34.82262945175171","","finished","-","","","2024-05-04T03:24:15.000Z","47","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","6","","","","","","0","elu","elu","simple_linear","256","zero","1","0","0.001","0","0","1","1","0.5","0.5","0.5","CCL","0","0","train","1","SGD","classification","none","0","100","0","0","./yaml/linear_mnist_ccl.yaml","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DTP","","39.456376791000366","finished","-","","","2024-05-04T07:15:06.000Z","64","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","4","0.004","true","DTP","10","1","-1","0.01","0.002","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_L-DRL","","53.2561821937561","finished","-","","","2024-05-04T07:14:59.000Z","75","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","0.2","0.0004","true","L-DRL","10","3","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DRL","","77.30154347419739","finished","-","","","2024-05-04T07:02:27.000Z","107","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.0002","true","DRL","10","7","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIFAR10_DTP_linear_DRL","","48.88441324234009","finished","-","","","2024-05-04T07:13:36.000Z","73","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","CIFAR10","4","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","1024","3072","false","2","0.004","true","DRL","10","5","-1","0.01","0.008","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNIST_classification_BP","48.16688489913941","","finished","-","","","2024-05-04T03:25:18.000Z","70","","","","","","","","","","","","MNIST","","","5","","","","","","","","","","","","","","","","","1","","","","","","0","tanh","tanh","simple_linear","256","none","1","2","0.001","0","0","0","0","0.5","0.1","0.05","BP","0","0","train","1","SGD","classification","none","0","0","0","0","./yaml/linear_mnist_bp.yaml","","","","","","","","","","","","","","","",""
"MNIST_DTP_linear_DTP","","57.88522744178772","finished","-","","","2024-05-04T07:04:40.000Z","78","","","false","DTP","parameterized","tanh","uniform","difference","linear","","256","MNIST","6","1","5","5","identity","linear","","parameterized","tanh","orthogonal","linear","256","784","false","4","0.002","true","DTP","10","6","-1","0.01","0.04","true","linear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
