"Name","dataset","method","test_acc","Created","State","Runtime","GradC","act_B","act_F","batchsize","bias_init","epochs","filter_target","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","warmup","seed","bw_bn","val_acc","best_epoch"
"MNIST_classification_CCL","MNIST","CCL","0.981","2024-05-01T08:17:32.000Z","finished","1511","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","4","2","0.9825","89"
"MNIST_classification_CCL","MNIST","CCL","0.981","2024-05-01T07:51:56.000Z","finished","1527","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","4","1","0.9825","89"
"MNIST_classification_CCL","MNIST","CCL","0.9808","2024-05-01T07:24:34.000Z","finished","1412","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","4","1","0.9781666666666666","94"
"MNIST_classification_CCL","MNIST","CCL","0.9808","2024-05-01T07:48:15.000Z","finished","1394","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","4","2","0.9781666666666666","94"
"MNIST_classification_CCL","MNIST","CCL","0.9804","2024-05-01T04:46:17.000Z","finished","1250","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","0","2","0.9806666666666668","92"
"MNIST_classification_CCL","MNIST","CCL","0.9804","2024-05-01T04:28:00.000Z","finished","1089","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","0","1","0.9806666666666668","92"
"MNIST_classification_CCL","MNIST","CCL","0.98","2024-05-01T04:54:45.000Z","finished","1498","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","0","2","0.9823333333333332","64"
"MNIST_classification_CCL","MNIST","CCL","0.98","2024-05-01T04:30:28.000Z","finished","1446","0","elu","elu","256","zero","100","0","1","1","0.5","2","2","100","0","1","0.9823333333333332","64"
"MNIST_classification_CCL","MNIST","CCL","0.9795","2024-05-01T04:26:03.000Z","finished","990","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","0","1","0.9788333333333332","99"
"MNIST_classification_CCL","MNIST","CCL","0.9795","2024-05-01T04:27:43.000Z","finished","961","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","0","2","0.9788333333333332","99"
"MNIST_classification_CCL","MNIST","CCL","0.9794","2024-05-01T05:16:26.000Z","finished","1003","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","3","1","0.975","99"
"MNIST_classification_CCL","MNIST","CCL","0.9794","2024-05-01T05:16:31.000Z","finished","958","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","3","2","0.975","99"
"MNIST_classification_CCL","MNIST","CCL","0.979","2024-05-01T04:43:52.000Z","finished","970","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","1","2","0.976","99"
"MNIST_classification_CCL","MNIST","CCL","0.979","2024-05-01T04:42:45.000Z","finished","1011","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","1","1","0.976","99"
"MNIST_classification_CCL","MNIST","CCL","0.9788","2024-05-01T05:00:08.000Z","finished","977","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","2","2","0.9778333333333332","99"
"MNIST_classification_CCL","MNIST","CCL","0.9788","2024-05-01T04:59:43.000Z","finished","996","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","2","1","0.9778333333333332","99"
"MNIST_classification_CCL","MNIST","CCL","0.9783","2024-05-01T05:33:15.000Z","finished","984","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","4","1","0.9753333333333334","98"
"MNIST_classification_CCL","MNIST","CCL","0.9783","2024-05-01T05:32:37.000Z","finished","979","0","elu","elu","256","zero","100","0","1","1","0.5","0.5","0.5","100","4","2","0.9753333333333334","98"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8878","2024-05-02T01:55:51.000Z","finished","1141","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","4","0","0.888","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8875","2024-05-02T00:44:04.000Z","finished","1195","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","4","0","0.8883333333333333","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8875","2024-05-01T23:19:06.000Z","finished","881","0","elu","elu","256","zero","100","0","1","1","0.5","1","1","100","4","0","0.8883333333333333","81"
"FashionMNIST_classification_CCL","FashionMNIST","CCL","0.8874","2024-05-01T23:20:55.000Z","finished","1024","0","elu","elu","256","zero","100","0","0.5","1","0.5","1","1","100","0","0","0.895","89"
