"Name","test accuracy","valid accuracy","State","Runtime","activation_function","agent","algorithm","batch_size","dataset","epochs","forward_last_activation","learning_rate","loss_feedback","seed","sparse_ratio","std_backward","stepsize","version","test loss","train accuracy"
"CIFAR100_DTP_linear_DRL","0.1956","0.1956","finished","1380","","false","DTP","256","CIFAR100","100","linear","0.8","DRL","2","-1","0.01","0.02","3","3.6050171852111816","0.28516"
"FashionMNIST_BP","0.897","0.897","finished","196","tanh","false","BP","256","FashionMNIST","100","linear","0.2","DTP","2","-1","0.01","0.04","","0.6134800910949707","1"
"CIFAR10_BP","0.4897","0.4897","finished","222","tanh","false","BP","256","CIFAR10","100","linear","0.15","DTP","2","-1","0.01","0.01","","2.6124861240386963","1"
"CIFAR10_BP","0.4483","0.4483","finished","251","tanh","false","BP","256","CIFAR10","100","linear","0.001","DTP","1","-1","0.01","0.01","","1.629638433456421","0.50048"
"CIFAR10_DTP_linear_DTP","0.4162","0.4162","finished","1126","","false","DTP","256","CIFAR10","100","linear","4","DTP","2","-1","0.01","0.002","3","2.1806793212890625","0.78208"
"MNIST_DTP_linear_L-DRL","0.9339","0.9339","finished","1145","","false","DTP","256","MNIST","100","linear","4","L-DRL","4","-1","0.01","0.04","3","0.2249506264925003","0.9406666666666668"
"CIFAR100_DTP_linear_L-DRL","0.1997","0.1997","finished","1468","","false","DTP","256","CIFAR100","100","linear","2","L-DRL","5","-1","0.01","0.008","3","3.604694366455078","0.28562"
"MNIST_DTP_linear_DRL","0.9271","0.9271","finished","1464","","false","DTP","256","MNIST","100","linear","4","DRL","3","-1","0.01","0.04","3","0.24390846490859985","0.9343666666666668"
"CIFAR10_BP","0.4804","0.4804","finished","255","tanh","false","BP","256","CIFAR10","100","linear","0.02","DTP","1","-1","0.01","0.01","","2.257570505142212","0.9998"
"CIFAR10_DTP_linear_DTP","0.4159","0.4159","finished","21192","","false","DTP","256","CIFAR10","100","linear","4","DTP","1","-1","0.01","0.002","","2.192007303237915","0.7864"
"FashionMNIST_DTP_linear_DRL","0.8323","0.8323","finished","1531","","false","DTP","256","FashionMNIST","100","linear","4","DRL","1","-1","0.01","0.008","3","0.46252283453941345","0.8516166666666667"
"MNIST_DTP_linear_DTP","0.9734","0.9734","finished","4945","","false","DTP","256","MNIST","100","linear","4","DTP","4","-1","0.01","0.04","","0.1430099904537201","1"
"MNIST_DTP_linear_L-DRL","0.9357","0.9357","finished","4558","","false","DTP","256","MNIST","100","linear","4","L-DRL","1","-1","0.01","0.04","","0.22325292229652405","0.9400166666666666"
"FashionMNIST_BP","0.1022","0.1022","finished","193","tanh","false","BP","256","FashionMNIST","100","linear","0.4","DTP","1","-1","0.01","0.04","","763051.0625","0.10156666666666668"
"CIFAR10_BP","0.4916","0.4916","finished","223","tanh","false","BP","256","CIFAR10","100","linear","0.15","DTP","3","-1","0.01","0.01","","2.6024081707000732","1"
"CIFAR10_DTP_linear_DRL","0.4236","0.4236","finished","14331","","false","DTP","256","CIFAR10","100","linear","2","DRL","1","-1","0.01","0.008","","1.7008596658706665","0.47218"
"CIFAR100_DTP_linear_L-DRL","0.1961","0.1961","finished","13835","","false","DTP","256","CIFAR100","100","linear","2","L-DRL","2","-1","0.01","0.008","","3.603935480117798","0.2852"
"FashionMNIST_FWDTP-BN_linear-BN","0.8807","0.8807","finished","6484","","false","FWDTP-BN","256","FashionMNIST","100","linear-BN","1","DTP","5","-1","0.01","0.004","","0.600153386592865","0.96105"
"CIFAR10_BP","0.4954","0.4954","finished","223","tanh","false","BP","256","CIFAR10","100","linear","0.08","DTP","4","-1","0.01","0.01","","2.391317844390869","1"
"CIFAR100_BP","0.226","0.226","finished","173","tanh","false","BP","256","CIFAR100","100","linear","0.004","DTP","2","-1","0.01","0.01","","3.4582886695861816","0.35596"
"MNIST_DTP_linear_L-DRL","0.9337","0.9337","finished","4369","","false","DTP","256","MNIST","100","linear","4","L-DRL","4","-1","0.01","0.04","","0.22403556108474731","0.9404833333333332"
"MNIST_DTP_linear_L-DRL","0.9325","0.9325","finished","4454","","false","DTP","256","MNIST","100","linear","4","L-DRL","5","-1","0.01","0.04","","0.23198534548282623","0.9375166666666668"
"FashionMNIST_BP","0.897","0.897","finished","204","tanh","false","BP","256","FashionMNIST","100","linear","0.2","DTP","5","-1","0.01","0.04","","0.6007702946662903","1"
"CIFAR10_BP","0.1112","0.1112","finished","221","tanh","false","BP","256","CIFAR10","100","linear","0.2","DTP","5","-1","0.01","0.01","","181028576559104","0.10518"
"MNIST_DTP_linear_DTP","0.9728","0.9728","finished","4982","","false","DTP","256","MNIST","100","linear","4","DTP","2","-1","0.01","0.04","","0.15083877742290497","0.9999666666666668"
"MNIST_DTP_linear_DTP","0.9724","0.9724","finished","771","","false","DTP","256","MNIST","100","linear","4","DTP","5","-1","0.01","0.04","3","0.15882563591003418","0.9999666666666668"
"FashionMNIST_DTP_linear_DTP","0.8842","0.8842","finished","826","","false","DTP","256","FashionMNIST","100","linear","1","DTP","5","-1","0.01","0.04","3","0.3943234086036682","0.9565166666666668"
"MNIST_BP","0.9811","0.9811","finished","270","tanh","false","BP","256","MNIST","100","linear","0.05","DTP","5","-1","0.01","0.04","","0.07618648558855057","1"
"FashionMNIST_BP","0.8932","0.8932","finished","197","tanh","false","BP","256","FashionMNIST","100","linear","0.02","DTP","4","-1","0.01","0.01","","0.3648384511470794","0.9776333333333334"
"CIFAR10_DTP_linear_DRL","0.4184","0.4184","finished","12484","","false","DTP","256","CIFAR10","100","linear","2","DRL","2","-1","0.01","0.008","","1.7127970457077026","0.47412"
"MNIST_DTP_linear_DRL","0.9297","0.9297","finished","4747","","false","DTP","256","MNIST","100","linear","4","DRL","5","-1","0.01","0.04","","0.23886117339134216","0.9347833333333332"
"FashionMNIST_DTP_linear_DRL","0.8343","0.8343","finished","1392","","false","DTP","256","FashionMNIST","100","linear","4","DRL","4","-1","0.01","0.008","3","0.4694015383720398","0.8526833333333333"
"CIFAR100_DTP_linear_DTP","0.2074","0.2074","finished","1223","","false","DTP","256","CIFAR100","100","linear","1","DTP","1","-1","0.01","0.01","3","4.001483917236328","0.60228"
"CIFAR100_FWDTP-BN_linear-BN","0.208","0.208","finished","808","","false","FWDTP-BN","256","CIFAR100","100","linear-BN","0.2","DTP","3","-1","0.01","0.01","3","3.7283241748809814","0.68262"
"CIFAR10_BP","0.5004","0.5004","finished","224","tanh","false","BP","256","CIFAR10","100","linear","0.08","DTP","1","-1","0.01","0.01","","2.392148017883301","1"
"CIFAR100_BP","0.2085","0.2085","finished","173","tanh","false","BP","256","CIFAR100","100","linear","0.002","DTP","2","-1","0.01","0.01","","3.5380232334136963","0.27834"
"FashionMNIST_DTP_linear_L-DRL","0.8362","0.8362","finished","1245","","false","DTP","256","FashionMNIST","100","linear","2","L-DRL","1","-1","0.01","0.02","3","0.455740749835968","0.8549"
"FashionMNIST_DTP_linear_DTP","0.88","0.88","finished","4210","","false","DTP","256","FashionMNIST","100","linear","1","DTP","5","-1","0.01","0.04","","0.39802542328834534","0.9527666666666668"
"CIFAR10_DTP_linear_DRL","0.422","0.422","finished","1662","","false","DTP","256","CIFAR10","100","linear","2","DRL","4","-1","0.01","0.008","3","1.7022862434387207","0.47488"
"CIFAR10_BP","0.4969","0.4969","finished","169","tanh","false","BP","256","CIFAR10","100","linear","0.1","DTP","5","-1","0.01","0.01","","2.419790267944336","1"
"CIFAR100_DTP_linear_DTP","0.2123","0.2123","finished","11128","","false","DTP","256","CIFAR100","100","linear","1","DTP","1","-1","0.01","0.01","","3.998726129531861","0.60114"
"MNIST_BP","0.9812","0.9812","finished","270","tanh","false","BP","256","MNIST","100","linear","0.05","DTP","2","-1","0.01","0.04","","0.07822773605585098","1"
"CIFAR10_BP","0.503","0.503","finished","179","tanh","false","BP","256","CIFAR10","100","linear","0.05","DTP","2","-1","0.01","0.01","","2.328387498855591","1"
"CIFAR100_DTP_linear_DRL","0.1958","0.1958","finished","13734","","false","DTP","256","CIFAR100","100","linear","0.8","DRL","2","-1","0.01","0.02","","3.605068683624267","0.28496"
"CIFAR100_FWDTP-BN_linear-BN","0.2089","0.2089","finished","809","","false","FWDTP-BN","256","CIFAR100","100","linear-BN","0.2","DTP","2","-1","0.01","0.01","3","3.711565971374512","0.68726"
"CIFAR10_DTP_linear_DRL","0.4216","0.4216","finished","1638","","false","DTP","256","CIFAR10","100","linear","2","DRL","2","-1","0.01","0.008","3","1.7075257301330566","0.47"
"FashionMNIST_BP","0.1572","0.1572","finished","192","tanh","false","BP","256","FashionMNIST","100","linear","0.2","DTP","3","-1","0.01","0.04","","18491625472","0.15746666666666667"
"MNIST_BP","0.9826","0.9826","finished","274","tanh","false","BP","256","MNIST","100","linear","0.2","DTP","1","-1","0.01","0.04","","0.07545513659715652","1"
"MNIST_DTP_linear_DRL","0.9348","0.9348","finished","1452","","false","DTP","256","MNIST","100","linear","4","DRL","1","-1","0.01","0.04","3","0.2293999195098877","0.93795"
"FashionMNIST_BP","0.8837","0.8837","finished","185","tanh","false","BP","256","FashionMNIST","100","linear","0.02","DTP","5","-1","0.01","0.01","","0.40224024653434753","0.9700333333333332"
"CIFAR10_BP","0.1285","0.1285","finished","219","tanh","false","BP","256","CIFAR10","100","linear","0.2","DTP","4","-1","0.01","0.01","","14128213131264","0.12652"
"CIFAR10_BP","0.4922","0.4922","finished","220","tanh","false","BP","256","CIFAR10","100","linear","0.15","DTP","4","-1","0.01","0.01","","2.6338536739349365","1"
"FashionMNIST_BP","0.8969","0.8969","finished","192","tanh","false","BP","256","FashionMNIST","100","linear","0.1","DTP","2","-1","0.01","0.04","","0.5746304392814636","1"
"FashionMNIST_DTP_linear_DRL","0.8341","0.8341","finished","4611","","false","DTP","256","FashionMNIST","100","linear","4","DRL","4","-1","0.01","0.008","","0.4695405066013336","0.85255"
"CIFAR10_BP","0.5058","0.5058","finished","218","tanh","false","BP","256","CIFAR10","100","linear","0.08","DTP","3","-1","0.01","0.01","","2.364776611328125","1"
"FashionMNIST_BP","0.8857","0.8857","finished","187","tanh","false","BP","256","FashionMNIST","100","linear","0.01","DTP","1","-1","0.01","0.01","","0.34317490458488464","0.9535833333333332"
"CIFAR100_FWDTP-BN_linear-BN","0.2124","0.2124","finished","14008","","false","FWDTP-BN","256","CIFAR100","100","linear-BN","0.2","DTP","1","-1","0.01","0.01","","3.712864398956299","0.68498"
"MNIST_DTP_linear_L-DRL","0.9331","0.9331","finished","4413","","false","DTP","256","MNIST","100","linear","4","L-DRL","2","-1","0.01","0.04","","0.2267512679100037","0.93965"
"MNIST_DTP_linear_L-DRL","0.9294","0.9294","finished","1168","","false","DTP","256","MNIST","100","linear","4","L-DRL","3","-1","0.01","0.04","3","0.2369432747364044","0.9371666666666668"
"MNIST_FWDTP-BN_linear-BN","0.9702","0.9702","finished","563","","false","FWDTP-BN","256","MNIST","100","linear-BN","0.1","DTP","2","-1","0.01","0.04","3","0.38464006781578064","0.99585"
"FashionMNIST_FWDTP-BN_linear-BN","0.8839","0.8839","finished","6499","","false","FWDTP-BN","256","FashionMNIST","100","linear-BN","1","DTP","1","-1","0.01","0.004","","0.5933530330657959","0.9647333333333332"
"CIFAR100_BP","0.2128","0.2128","finished","171","tanh","false","BP","256","CIFAR100","100","linear","0.05","DTP","4","-1","0.01","0.01","","5.265841007232666","0.9994"
"FashionMNIST_BP","0.3029","0.3029","finished","193","tanh","false","BP","256","FashionMNIST","100","linear","0.4","DTP","4","-1","0.01","0.04","","380515424","0.30285"
"FashionMNIST_DTP_linear_DRL","0.8351","0.8351","finished","4775","","false","DTP","256","FashionMNIST","100","linear","4","DRL","3","-1","0.01","0.008","","0.46473681926727295","0.8485833333333334"
"CIFAR10_FWDTP-BN_linear-BN","0.4495","0.4495","finished","753","","false","FWDTP-BN","256","CIFAR10","100","linear-BN","0.02","DTP","4","-1","0.01","0.01","3","1.6599915027618408","0.71246"
"CIFAR10_BP","0.4987","0.4987","finished","169","tanh","false","BP","256","CIFAR10","100","linear","0.05","DTP","4","-1","0.01","0.01","","2.3093340396881104","1"
"FashionMNIST_FWDTP-BN_linear-BN","0.8779","0.8779","finished","6286","","false","FWDTP-BN","256","FashionMNIST","100","linear-BN","1","DTP","2","-1","0.01","0.004","","0.6018857955932617","0.9644"
"CIFAR100_DTP_linear_DTP","0.2067","0.2067","finished","1205","","false","DTP","256","CIFAR100","100","linear","1","DTP","4","-1","0.01","0.01","3","4.025407791137695","0.60066"
"MNIST_FWDTP-BN_linear-BN","0.9701","0.9701","finished","7906","","false","FWDTP-BN","256","MNIST","100","linear-BN","0.1","DTP","2","-1","0.01","0.04","","0.3874297440052033","0.996"
"FashionMNIST_BP","0.8882","0.8882","finished","190","tanh","false","BP","256","FashionMNIST","100","linear","0.02","DTP","3","-1","0.01","0.01","","0.3907510042190552","0.9696833333333332"
"CIFAR100_FWDTP-BN_linear-BN","0.2144","0.2144","finished","785","","false","FWDTP-BN","256","CIFAR100","100","linear-BN","0.2","DTP","1","-1","0.01","0.01","3","3.713139295578003","0.6888"
"MNIST_DTP_linear_L-DRL","0.9303","0.9303","finished","4527","","false","DTP","256","MNIST","100","linear","4","L-DRL","3","-1","0.01","0.04","","0.23560583591461184","0.9380666666666668"
"CIFAR100_FWDTP-BN_linear-BN","0.2087","0.2087","finished","803","","false","FWDTP-BN","256","CIFAR100","100","linear-BN","0.2","DTP","5","-1","0.01","0.01","3","3.722806930541992","0.68342"
"MNIST_FWDTP-BN_linear-BN","0.9727","0.9727","finished","566","","false","FWDTP-BN","256","MNIST","100","linear-BN","0.1","DTP","3","-1","0.01","0.04","3","0.3853439092636109","0.9959"
"MNIST_DTP_linear_DTP","0.9736","0.9736","finished","766","","false","DTP","256","MNIST","100","linear","4","DTP","1","-1","0.01","0.04","3","0.1548403650522232","0.9999833333333332"
"CIFAR100_DTP_linear_DRL","0.1994","0.1994","finished","1375","","false","DTP","256","CIFAR100","100","linear","0.8","DRL","5","-1","0.01","0.02","3","3.605875253677368","0.2853"
"CIFAR100_BP","0.2022","0.2022","finished","175","tanh","false","BP","256","CIFAR100","100","linear","0.02","DTP","3","-1","0.01","0.01","","4.51624870300293","0.9403"
"CIFAR10_DTP_linear_DRL","0.4225","0.4225","finished","1644","","false","DTP","256","CIFAR10","100","linear","2","DRL","3","-1","0.01","0.008","3","1.707272171974182","0.47248"
"CIFAR10_BP","0.4998","0.4998","finished","188","tanh","false","BP","256","CIFAR10","100","linear","0.1","DTP","2","-1","0.01","0.01","","2.432908773422241","1"
"CIFAR100_BP","0.1895","0.1895","finished","169","tanh","false","BP","256","CIFAR100","100","linear","0.001","DTP","3","-1","0.01","0.01","","3.625990867614746","0.23146"
"FashionMNIST_DTP_linear_L-DRL","0.8347","0.8347","finished","1186","","false","DTP","256","FashionMNIST","100","linear","2","L-DRL","5","-1","0.01","0.02","3","0.4649364650249481","0.8557"
"MNIST_DTP_linear_L-DRL","0.9322","0.9322","finished","1240","","false","DTP","256","MNIST","100","linear","4","L-DRL","2","-1","0.01","0.04","3","0.2273368090391159","0.9392666666666668"
"CIFAR100_DTP_linear_L-DRL","0.2021","0.2021","finished","1542","","false","DTP","256","CIFAR100","100","linear","2","L-DRL","1","-1","0.01","0.008","3","3.5973093509674072","0.28564"
"FashionMNIST_DTP_linear_L-DRL","0.835","0.835","finished","1178","","false","DTP","256","FashionMNIST","100","linear","2","L-DRL","4","-1","0.01","0.02","3","0.4629634618759155","0.8556166666666667"
"CIFAR100_BP","0.2201","0.2201","finished","175","tanh","false","BP","256","CIFAR100","100","linear","0.01","DTP","2","-1","0.01","0.01","","3.645719528198242","0.6523"
"FashionMNIST_FWDTP-BN_linear-BN","0.8801","0.8801","finished","631","","false","FWDTP-BN","256","FashionMNIST","100","linear-BN","1","DTP","4","-1","0.01","0.004","3","0.5997799038887024","0.9598"
"MNIST_DTP_linear_DTP","0.9728","0.9728","finished","4856","","false","DTP","256","MNIST","100","linear","4","DTP","3","-1","0.01","0.04","","0.155029296875","0.9999666666666668"
"FashionMNIST_DTP_linear_L-DRL","0.8352","0.8352","finished","4428","","false","DTP","256","FashionMNIST","100","linear","2","L-DRL","4","-1","0.01","0.02","","0.4633008539676666","0.8553166666666666"
"CIFAR100_DTP_linear_DRL","0.2021","0.2021","finished","1420","","false","DTP","256","CIFAR100","100","linear","0.8","DRL","1","-1","0.01","0.02","3","3.5983073711395264","0.28566"
"CIFAR10_DTP_linear_L-DRL","0.4265","0.4265","finished","1759","","false","DTP","256","CIFAR10","100","linear","0.2","L-DRL","1","-1","0.01","0.04","3","1.6968058347702026","0.46142"
"CIFAR10_BP","0.113","0.113","finished","217","tanh","false","BP","256","CIFAR10","100","linear","0.2","DTP","2","-1","0.01","0.01","","180466784116548830000","0.1061"
"CIFAR100_BP","0.2065","0.2065","finished","179","tanh","false","BP","256","CIFAR100","100","linear","0.05","DTP","2","-1","0.01","0.01","","5.276103973388672","0.99962"
"MNIST_DTP_linear_DRL","0.931","0.931","finished","4753","","false","DTP","256","MNIST","100","linear","4","DRL","2","-1","0.01","0.04","","0.2347623705863953","0.9367666666666666"
